Player,Tm,Year,G,MP,PER,BPM,VORP
Kirk Hinrich,ATL,2016,6,27,5.1,-6.2,0.0
John Holland,BOS,2016,1,1,-39.1,-26.6,0.0
Al Horford,ATL,2016,10,327,17.5,3.7,0.5
Dwight Howard*,HOU,2016,5,180,15.7,-0.4,0.1
Josh Huestis,OKC,2016,2,10,10.6,-0.1,0.0
Kris Humphries,ATL,2016,4,56,30.8,8.9,0.2
R.J. Hunter,BOS,2016,5,41,1.9,-5.6,0.0
Serge Ibaka,OKC,2016,18,602,15.3,3.6,0.9
Andre Iguodala,GSW,2016,24,767,13.8,3.0,1.0
Kyrie Irving,CLE,2016,21,774,24.4,6.0,1.6
Reggie Jackson,DET,2016,4,147,18.1,2.1,0.2
LeBron James,CLE,2016,21,822,30.0,11.0,2.7
Al Jefferson,CHO,2016,7,168,21.8,2.5,0.2
Richard Jefferson,CLE,2016,21,381,12.5,0.0,0.2
Jonas Jerebko,BOS,2016,6,162,13.3,2.0,0.2
Amir Johnson,BOS,2016,6,134,16.7,1.4,0.1
James Johnson,TOR,2016,10,98,9.5,-1.9,0.0
Joe Johnson,MIA,2016,14,492,11.6,-1.3,0.1
Stanley Johnson,DET,2016,4,81,12.2,-1.1,0.0
Tyler Johnson,MIA,2016,5,61,15.8,3.2,0.1
Wesley Johnson,LAC,2016,6,77,10.8,0.4,0.0
Dahntay Jones,CLE,2016,15,50,12.6,0.4,0.0
James Jones,CLE,2016,12,55,-0.7,-8.6,-0.1
DeAndre Jordan,LAC,2016,6,198,24.0,5.3,0.4
Cory Joseph,TOR,2016,20,452,13.8,0.8,0.3
Chris Kaman,POR,2016,4,32,-1.2,-14.1,-0.1
Frank Kaminsky,CHO,2016,7,190,10.3,0.2,0.1
Kyle Korver,ATL,2016,10,316,12.3,0.9,0.2
Jeremy Lamb,CHO,2016,3,12,39.5,18.0,0.1
Ty Lawson,IND,2016,7,74,5.0,-7.0,-0.1
Courtney Lee,CHO,2016,7,257,8.5,-2.2,0.0
David Lee,DAL,2016,2,33,14.1,-3.2,0.0
Kawhi Leonard,SAS,2016,10,339,28.6,11.5,1.2
Damian Lillard,POR,2016,11,437,19.8,4.5,0.7
Jeremy Lin,CHO,2016,7,189,14.5,-0.5,0.1
Shaun Livingston,GSW,2016,24,514,14.0,-0.3,0.2
Kevin Love,CLE,2016,20,613,17.9,2.4,0.7
Kyle Lowry,TOR,2016,20,766,16.6,2.5,0.9
Ian Mahinmi,IND,2016,7,172,11.6,-2.4,0.0
Boban MarjanoviÄ,SAS,2016,7,42,25.3,2.8,0.1
Jarell Martin,MEM,2016,2,46,7.1,-6.0,0.0
Kevin Martin,SAS,2016,5,49,6.0,-7.3,-0.1
Wesley Matthews,DAL,2016,5,173,9.7,-2.9,0.0
Luc Mbah a Moute,LAC,2016,5,78,5.7,-2.4,0.0
James Michael McAdoo,GSW,2016,8,38,8.5,0.0,0.0
CJ McCollum,POR,2016,11,442,14.0,-0.8,0.1
K.J. McDaniels,HOU,2016,4,34,7.3,-1.2,0.0
JaVale McGee,DAL,2016,2,14,-0.5,-14.7,0.0
Jordan McRae,CLE,2016,2,4,110.5,57.8,0.1
Josh McRoberts,MIA,2016,10,134,13.7,1.4,0.1
Jodie Meeks,DET,2016,1,2,46.3,24.8,0.0
Salah Mejri,DAL,2016,4,76,14.7,2.0,0.1
Jordan Mickey,BOS,2016,2,10,24.1,12.0,0.0
C.J. Miles,IND,2016,7,92,3.2,-8.9,-0.2
Andre Miller,SAS,2016,5,35,15.8,2.7,0.0
Patty Mills,SAS,2016,10,167,15.2,2.5,0.2
Paul Millsap,ATL,2016,10,365,17.6,2.1,0.4
Nazr Mohammed,OKC,2016,5,10,8.2,-4.6,0.0
Luis Montero,POR,2016,6,8,42.2,26.7,0.1
Marcus Morris,DET,2016,4,144,16.7,0.4,0.1
Anthony Morrow,OKC,2016,14,76,12.7,0.9,0.1
Donatas MotiejÅ«nas,HOU,2016,5,98,11.6,-1.7,0.0
Timofey Mozgov,CLE,2016,13,76,4.7,-7.6,-0.1
Xavier Munford,MEM,2016,4,89,6.7,-2.2,0.0
Mike Muscala,ATL,2016,9,67,13.7,-0.8,0.0
Lucas Nogueira,TOR,2016,5,29,11.3,-0.7,0.0
Dirk Nowitzki*,DAL,2016,5,170,18.7,2.2,0.2
Kelly Olynyk,BOS,2016,4,32,-8.3,-16.0,-0.1
Zaza Pachulia,DAL,2016,5,112,17.2,4.5,0.2
Tony Parker*,SAS,2016,10,264,14.3,-0.7,0.1
Lamar Patterson,ATL,2016,4,20,2.7,-7.3,0.0
Patrick Patterson,TOR,2016,20,583,10.1,-0.1,0.3
Chris Paul,LAC,2016,4,125,33.2,14.0,0.5
Cameron Payne,OKC,2016,10,64,-0.6,-11.1,-0.1
Paul Pierce*,LAC,2016,5,54,-3.4,-10.9,-0.1
Mason Plumlee,POR,2016,11,306,15.3,2.2,0.3
Dwight Powell,DAL,2016,4,64,17.1,1.2,0.1
Norman Powell,TOR,2016,18,206,11.4,0.7,0.1
Pablo Prigioni,LAC,2016,5,26,-6.3,-15.6,-0.1
Zach Randolph,MEM,2016,4,120,11.6,-4.0,-0.1
JJ Redick,LAC,2016,6,166,11.1,-2.5,0.0
Josh Richardson,MIA,2016,14,387,8.8,-0.8,0.1
Austin Rivers,LAC,2016,6,144,12.4,-1.8,0.0
Andre Roberson,OKC,2016,18,471,11.6,2.7,0.6
Brian Roberts,POR,2016,10,36,1.1,-12.1,-0.1
Glenn Robinson III,IND,2016,4,10,32.4,14.2,0.0
Terrence Ross,TOR,2016,20,335,10.0,-0.2,0.1
Terry Rozier,BOS,2016,5,99,9.6,0.7,0.1
Brandon Rush,GSW,2016,14,110,7.8,-2.1,0.0
Dennis SchrÃ¶der,ATL,2016,10,191,16.1,0.2,0.1
Luis Scola,TOR,2016,11,140,2.7,-5.6,-0.1
Mike Scott,ATL,2016,10,161,15.1,1.7,0.2
Thabo Sefolosha,ATL,2016,10,203,13.5,2.2,0.2
Iman Shumpert,CLE,2016,21,367,7.1,-1.9,0.0
Jonathon Simmons,SAS,2016,3,26,16.7,1.0,0.0
Kyle Singler,OKC,2016,6,51,3.6,-3.9,0.0
Marcus Smart,BOS,2016,6,193,12.1,2.0,0.2
J.R. Smith,CLE,2016,21,730,12.5,1.8,0.7
Josh Smith,HOU,2016,4,38,7.6,0.1,0.0
Marreese Speights,GSW,2016,24,201,14.2,-3.7,-0.1
Lance Stephenson,MEM,2016,4,95,16.8,1.2,0.1
Amar'e Stoudemire,MIA,2016,9,82,12.4,-3.7,0.0
Rodney Stuckey,IND,2016,7,125,11.1,-0.8,0.0
Jared Sullinger,BOS,2016,6,81,5.6,-7.4,-0.1
Jeff Teague,ATL,2016,10,279,14.9,-1.5,0.0
Jason Terry,HOU,2016,5,124,5.5,-4.4,-0.1
Isaiah Thomas,BOS,2016,6,220,17.4,3.7,0.3
Jason Thompson,TOR,2016,10,55,6.2,-6.1,-0.1
Klay Thompson,GSW,2016,24,849,19.5,4.2,1.3
Tristan Thompson,CLE,2016,21,622,14.2,-1.1,0.1
Anthony Tolliver,DET,2016,3,26,10.2,-0.5,0.0
Evan Turner,BOS,2016,6,214,9.8,-1.6,0.0
Myles Turner,IND,2016,7,197,14.2,-2.2,0.0
Jonas ValanÄiÅ«nas,TOR,2016,12,321,26.8,5.7,0.6
Anderson VarejÃ£o,GSW,2016,17,93,12.4,0.8,0.1
Charlie Villanueva,DAL,2016,4,20,0.5,-8.0,0.0
Noah Vonleh,POR,2016,6,12,9.6,3.8,0.0
Dwyane Wade*,MIA,2016,14,473,22.3,4.9,0.8
Dion Waiters,OKC,2016,18,491,9.3,-1.1,0.1
Kemba Walker,CHO,2016,7,260,18.2,3.4,0.4
Briante Weber,MIA,2016,2,6,5.4,3.4,0.0
David West,SAS,2016,10,176,14.4,0.9,0.1
Russell Westbrook,OKC,2016,18,674,26.9,9.1,1.9
Hassan Whiteside,MIA,2016,10,291,24.3,5.8,0.6
C.J. Wilcox,LAC,2016,2,7,-1.4,-9.1,0.0
Deron Williams,DAL,2016,3,49,1.2,-5.8,0.0
Marvin Williams,CHO,2016,7,228,6.0,-4.2,-0.1
Mo Williams,CLE,2016,13,68,-3.3,-13.5,-0.2
Justise Winslow,MIA,2016,13,330,10.1,-1.4,0.1
Delon Wright,TOR,2016,9,41,12.0,-0.7,0.0
Dorell Wright,MIA,2016,5,19,36.1,13.6,0.1
James Young,BOS,2016,3,10,-6.5,-15.1,0.0
Joe Young,IND,2016,4,10,9.7,-10.4,0.0
Cody Zeller,CHO,2016,7,137,16.8,-0.4,0.1
Tyler Zeller,BOS,2016,3,38,18.8,4.0,0.1
Ãlex Abrines,OKC,2017,5,80,7.0,-4.7,-0.1
Steven Adams,OKC,2017,5,157,15.4,0.5,0.1
LaMarcus Aldridge,SAS,2017,16,537,15.2,-1.7,0.0
Lavoy Allen,IND,2017,3,11,-2.6,-8.8,0.0
Al-Farouq Aminu,POR,2017,4,113,12.4,-0.1,0.1
Kyle Anderson,SAS,2017,15,195,21.6,6.8,0.4
Ryan Anderson,HOU,2017,11,336,8.5,-2.7,-0.1
Giannis Antetokounmpo,MIL,2017,6,243,21.9,6.6,0.5
Joel Anthony,SAS,2017,3,15,19.6,-0.8,0.0
Trevor Ariza,HOU,2017,11,413,10.5,1.0,0.3
Wade Baldwin,MEM,2017,3,12,13.1,-3.3,0.0
Matt Barnes,GSW,2017,12,61,0.8,-7.1,-0.1
Brandon Bass,LAC,2017,1,4,25.5,5.6,0.0
Kent Bazemore,ATL,2017,6,150,9.4,-1.1,0.0
Bradley Beal,WAS,2017,13,505,18.0,2.5,0.6
Michael Beasley,MIL,2017,4,48,3.3,-6.4,-0.1
DÄvis BertÄns,SAS,2017,13,112,11.7,0.0,0.1
Patrick Beverley,HOU,2017,11,325,13.2,1.5,0.3
Bojan BogdanoviÄ,WAS,2017,13,264,13.6,0.0,0.1
Joel Bolomboy,UTA,2017,2,9,21.8,6.6,0.0
Avery Bradley,BOS,2017,18,645,12.0,-2.1,0.0
Malcolm Brogdon,MIL,2017,6,183,8.1,-3.3,-0.1
Aaron Brooks,IND,2017,1,7,23.5,8.1,0.0
Bobby Brown,HOU,2017,5,22,31.7,10.3,0.1
Jaylen Brown,BOS,2017,17,215,10.6,-3.8,-0.1
Trey Burke,WAS,2017,3,20,-1.6,-10.0,0.0
Jimmy Butler,CHI,2017,6,239,19.4,3.3,0.3
JosÃ© CalderÃ³n,ATL,2017,6,75,12.4,1.7,0.1
Isaiah Canaan,CHI,2017,3,95,9.7,-1.7,0.0
Clint Capela,HOU,2017,11,286,21.1,4.4,0.5
DeMarre Carroll,TOR,2017,10,155,10.4,0.9,0.1
Vince Carter*,MEM,2017,6,195,8.1,-2.6,0.0
Michael Carter-Williams,CHI,2017,5,53,3.4,-7.3,-0.1
Semaj Christon,OKC,2017,2,21,15.2,3.1,0.0
Ian Clark,GSW,2017,16,219,13.6,-0.9,0.1
Norris Cole,OKC,2017,4,25,-4.6,-14.2,-0.1
Mike Conley,MEM,2017,6,224,27.4,11.0,0.7
Pat Connaughton,POR,2017,3,24,10.4,-1.7,0.0
Allen Crabbe,POR,2017,4,92,3.7,-6.2,-0.1
Jamal Crawford,LAC,2017,7,196,10.6,-2.0,0.0
Jae Crowder,BOS,2017,18,596,14.5,0.3,0.3
Stephen Curry,GSW,2017,17,601,27.1,9.7,1.8
Troy Daniels,MEM,2017,6,68,4.7,-2.7,0.0
Deyonta Davis,MEM,2017,3,11,27.7,-0.8,0.0
Dewayne Dedmon,SAS,2017,12,97,21.7,0.2,0.1
Sam Dekker,HOU,2017,4,31,12.4,0.0,0.0
Malcolm Delaney,ATL,2017,1,3,105.5,52.0,0.0
Matthew Dellavedova,MIL,2017,6,159,6.9,-4.6,-0.1
DeMar DeRozan,TOR,2017,10,373,16.6,0.2,0.2
Boris Diaw,UTA,2017,11,203,11.9,1.7,0.2
Mike Dunleavy,ATL,2017,6,53,3.5,-4.8,0.0
Kevin Durant,GSW,2017,15,533,27.5,9.9,1.6
Monta Ellis,IND,2017,4,76,7.4,-4.8,-0.1
James Ennis III,MEM,2017,6,159,11.3,-0.6,0.1
Dante Exum,UTA,2017,7,84,13.3,3.0,0.1
Derrick Favors,UTA,2017,11,225,17.0,2.8,0.3
Cristiano FelÃ­cio,CHI,2017,6,82,8.9,-5.9,-0.1
Raymond Felton,LAC,2017,7,127,12.4,2.5,0.1
Bryn Forbes,SAS,2017,6,73,3.8,-8.7,-0.1
Enes Freedom,OKC,2017,5,45,10.9,-7.8,-0.1
Channing Frye,CLE,2017,12,154,21.3,7.3,0.4
Marc Gasol,MEM,2017,6,240,17.1,2.7,0.3
Pau Gasol*,SAS,2017,16,365,15.1,0.3,0.2
Paul George,IND,2017,4,172,21.0,6.1,0.4
Taj Gibson,OKC,2017,5,118,10.5,-5.2,-0.1
Manu GinÃ³bili*,SAS,2017,16,284,14.1,1.0,0.2
Rudy Gobert,UTA,2017,9,246,21.0,4.3,0.4
Eric Gordon,HOU,2017,11,358,11.5,0.4,0.2
Marcin Gortat,WAS,2017,13,409,14.0,-1.1,0.1
Jerami Grant,OKC,2017,5,111,16.2,0.9,0.1
Jerian Grant,CHI,2017,5,52,-2.5,-13.9,-0.2
Danny Green,SAS,2017,16,436,9.6,0.9,0.3
Draymond Green,GSW,2017,17,593,17.9,6.8,1.3
Gerald Green,BOS,2017,13,192,13.3,0.1,0.1
JaMychal Green,MEM,2017,6,118,8.8,-4.3,-0.1
Blake Griffin,LAC,2017,3,99,20.1,4.2,0.2
Tim Hardaway Jr.,ATL,2017,6,200,3.8,-7.0,-0.3
James Harden,HOU,2017,11,407,23.0,7.0,0.9
Maurice Harkless,POR,2017,4,99,8.6,-2.0,0.0
Montrezl Harrell,HOU,2017,5,21,0.9,-9.6,0.0
Andrew Harrison,MEM,2017,6,119,13.8,1.1,0.1
Spencer Hawes,MIL,2017,3,17,10.2,-2.0,0.0
Gordon Hayward,UTA,2017,11,411,20.7,5.6,0.8
John Henson,MIL,2017,2,12,8.1,-11.3,0.0
NenÃª,HOU,2017,9,161,21.5,3.4,0.2
George Hill,UTA,2017,8,281,13.4,-0.9,0.1
Rodney Hood,UTA,2017,11,277,4.7,-6.1,-0.3
Al Horford,BOS,2017,18,610,20.1,5.9,1.2
Dwight Howard*,ATL,2017,6,157,13.9,-1.0,0.0
Kris Humphries,ATL,2017,1,3,13.2,5.9,0.0
Serge Ibaka,TOR,2017,10,307,14.4,0.3,0.2
Andre Iguodala,GSW,2017,16,419,10.5,0.1,0.2
Ersan Ä°lyasova,ATL,2017,6,90,9.3,-4.5,-0.1
Joe Ingles,UTA,2017,11,334,10.2,1.7,0.3
Kyrie Irving,CLE,2017,18,653,21.3,2.2,0.7
LeBron James,CLE,2017,18,744,30.1,9.8,2.2
Richard Jefferson,CLE,2017,14,179,7.6,-5.0,-0.1
Brandon Jennings,WAS,2017,13,178,6.9,-6.0,-0.2
Jonas Jerebko,BOS,2017,12,128,15.1,2.1,0.1
Amir Johnson,BOS,2017,14,142,10.3,-5.4,-0.1
Joe Johnson,UTA,2017,11,326,12.1,-0.6,0.1
Wesley Johnson,LAC,2017,3,11,6.7,0.2,0.0
Dahntay Jones,CLE,2017,10,33,14.9,-1.7,0.0
Damian Jones,GSW,2017,4,21,17.3,-3.6,0.0
James Jones,CLE,2017,8,30,-5.3,-14.4,-0.1
DeAndre Jordan,LAC,2017,7,264,17.3,0.7,0.2
Cory Joseph,TOR,2017,10,212,11.4,-1.9,0.0
Kyle Korver,CLE,2017,18,326,10.2,-0.4,0.1
Joffrey Lauvergne,CHI,2017,3,26,24.1,6.1,0.1
Jake Layman,POR,2017,2,16,13.3,2.3,0.0
David Lee,SAS,2017,15,245,12.1,-0.6,0.1
Kawhi Leonard,SAS,2017,12,429,31.5,14.2,1.7
Meyers Leonard,POR,2017,3,31,-6.1,-15.7,-0.1
Damian Lillard,POR,2017,4,151,18.4,2.6,0.2
Shaun Livingston,GSW,2017,14,220,11.0,-1.3,0.0
Robin Lopez,CHI,2017,6,162,23.4,2.6,0.2
Kevin Love,CLE,2017,18,578,19.7,3.2,0.8
Kyle Lowry,TOR,2017,8,300,15.7,2.2,0.3
Trey Lyles,UTA,2017,2,10,17.9,6.3,0.0
Sheldon Mac,WAS,2017,7,17,22.3,5.5,0.0
Shelvin Mack,UTA,2017,9,155,9.7,-1.7,0.0
Ian Mahinmi,WAS,2017,5,63,8.6,-1.2,0.0
Thon Maker,MIL,2017,6,116,13.6,1.8,0.1
Jarell Martin,MEM,2017,3,10,14.1,-7.3,0.0
Luc Mbah a Moute,LAC,2017,7,224,10.5,1.3,0.2
James Michael McAdoo,GSW,2017,13,56,16.5,0.5,0.0
Patrick McCaw,GSW,2017,15,181,14.8,2.6,0.2
CJ McCollum,POR,2017,4,140,13.0,-1.6,0.0
Doug McDermott,OKC,2017,5,66,12.1,1.3,0.1
JaVale McGee,GSW,2017,16,149,26.9,4.0,0.2
Jordan Mickey,BOS,2017,2,18,1.8,-10.9,0.0
Khris Middleton,MIL,2017,6,231,12.8,1.0,0.2
C.J. Miles,IND,2017,4,82,9.6,-3.5,0.0
Patty Mills,SAS,2017,16,416,11.6,-0.7,0.1
Paul Millsap,ATL,2017,6,219,21.3,5.3,0.4
Nikola MirotiÄ,CHI,2017,6,162,9.5,-1.9,0.0
Greg Monroe,MIL,2017,6,141,24.3,5.4,0.3
Markieff Morris,WAS,2017,13,373,12.3,-1.2,0.1
Anthony Morrow,CHI,2017,3,29,14.5,-2.0,0.0
Dejounte Murray,SAS,2017,11,168,12.7,-1.4,0.0
Mike Muscala,ATL,2017,6,81,6.2,-5.2,-0.1
Shabazz Napier,POR,2017,4,47,17.7,4.2,0.1
Raul Neto,UTA,2017,9,60,13.8,1.2,0.0
Lucas Nogueira,TOR,2017,3,7,24.6,4.0,0.0
Jusuf NurkiÄ,POR,2017,1,17,7.4,1.0,0.0
Daniel Ochefu,WAS,2017,4,5,-19.4,-23.0,0.0
Victor Oladipo,OKC,2017,5,181,6.9,-5.2,-0.1
Kelly Olynyk,BOS,2017,18,346,16.2,1.0,0.3
Kelly Oubre Jr.,WAS,2017,12,184,10.3,-2.0,0.0
Zaza Pachulia,GSW,2017,15,212,12.5,-1.9,0.0
Tony Parker*,SAS,2017,8,211,19.5,3.4,0.3
Patrick Patterson,TOR,2017,10,185,7.9,0.6,0.1
Chris Paul,LAC,2017,7,260,27.8,10.4,0.8
Cameron Payne,CHI,2017,1,4,12.8,0.7,0.0
Paul Pierce*,LAC,2017,7,101,7.0,0.3,0.1
Jakob Poeltl,TOR,2017,6,26,19.3,-0.7,0.0
Otto Porter Jr.,WAS,2017,13,428,16.5,3.3,0.6
Bobby Portis,CHI,2017,6,121,14.1,1.6,0.1
Norman Powell,TOR,2017,9,227,13.0,0.4,0.1
Taurean Prince,ATL,2017,6,187,11.9,0.3,0.1
Tim Quarterman,POR,2017,2,7,14.6,3.9,0.0
Zach Randolph,MEM,2017,6,191,11.6,-4.0,-0.1
JJ Redick,LAC,2017,7,206,4.8,-5.4,-0.2
Austin Rivers,LAC,2017,3,90,3.1,-4.8,-0.1
Andre Roberson,OKC,2017,5,185,16.2,4.2,0.3
Glenn Robinson III,IND,2017,3,31,21.0,7.0,0.1
Rajon Rondo,CHI,2017,2,67,22.9,6.6,0.1
Terry Rozier,BOS,2017,17,277,13.4,0.5,0.2
Domantas Sabonis,OKC,2017,2,6,17.5,-0.5,0.0
TomÃ¡Å¡ SatoranskÃ½,WAS,2017,10,36,8.6,-2.7,0.0
Dennis SchrÃ¶der,ATL,2017,6,211,22.6,7.7,0.5
Thabo Sefolosha,ATL,2017,4,9,-8.0,-14.4,0.0
Wayne Selden,MEM,2017,6,106,5.6,-4.9,-0.1
Kevin SÃ©raphin,IND,2017,4,59,14.0,-5.4,-0.1
Iman Shumpert,CLE,2017,17,275,9.9,-0.9,0.1
Pascal Siakam,TOR,2017,2,10,8.4,-2.9,0.0
Jonathon Simmons,SAS,2017,15,306,15.0,0.6,0.2
Kyle Singler,OKC,2017,1,10,-6.0,-15.5,0.0
Marcus Smart,BOS,2017,18,538,11.8,0.0,0.3
J.R. Smith,CLE,2017,18,487,9.9,0.5,0.3
Jason Smith,WAS,2017,13,157,8.6,-5.5,-0.1
Tony Snell,MIL,2017,6,185,10.8,1.5,0.2
Marreese Speights,LAC,2017,7,98,15.1,1.6,0.1
Lance Stephenson,IND,2017,4,107,18.4,1.7,0.1
Isaiah Taylor,HOU,2017,3,10,-1.2,-9.3,0.0
Jeff Teague,IND,2017,4,142,18.3,2.6,0.2
Mirza TeletoviÄ,MIL,2017,3,27,-3.5,-12.2,-0.1
Jason Terry,MIL,2017,6,68,6.7,-1.7,0.0
Isaiah Thomas,BOS,2017,15,521,18.1,0.6,0.3
Klay Thompson,GSW,2017,17,596,9.3,-3.3,-0.2
Tristan Thompson,CLE,2017,18,562,14.5,-0.1,0.3
P.J. Tucker,TOR,2017,10,251,7.6,-2.2,0.0
Evan Turner,POR,2017,4,124,12.8,1.5,0.1
Myles Turner,IND,2017,4,133,9.8,-5.1,-0.1
Jonas ValanÄiÅ«nas,TOR,2017,10,226,15.6,-1.8,0.0
Denzel Valentine,CHI,2017,4,22,6.2,-3.2,0.0
Fred VanVleet,TOR,2017,7,29,19.9,5.2,0.1
Rashad Vaughn,MIL,2017,3,10,18.8,6.6,0.0
Noah Vonleh,POR,2017,4,100,7.9,-2.9,0.0
Dwyane Wade*,CHI,2017,6,190,15.5,1.0,0.1
John Wall,WAS,2017,13,507,23.0,5.7,1.0
David West,GSW,2017,17,221,16.6,5.0,0.4
Russell Westbrook,OKC,2017,5,194,27.7,9.7,0.6
Deron Williams,CLE,2017,18,262,10.0,-2.4,0.0
Derrick Williams,CLE,2017,8,38,17.9,3.4,0.1
Lou Williams,HOU,2017,11,272,12.6,-1.7,0.0
Troy Williams,HOU,2017,5,19,-14.2,-24.9,-0.1
Kyle Wiltjer,HOU,2017,1,5,26.1,12.8,0.0
Jeff Withey,UTA,2017,3,21,14.1,1.0,0.0
Brandan Wright,MEM,2017,2,12,11.4,-2.9,0.0
Delon Wright,TOR,2017,9,92,14.7,3.1,0.1
James Young,BOS,2017,10,39,9.1,-2.2,0.0
Thaddeus Young,IND,2017,4,140,18.0,2.2,0.1
Tyler Zeller,BOS,2017,11,78,15.8,-1.2,0.0
Paul Zipser,CHI,2017,6,136,8.5,-3.6,-0.1
Ãlex Abrines,OKC,2018,6,110,9.5,0.5,0.1
Steven Adams,OKC,2018,6,200,16.0,1.3,0.2
Bam Adebayo,MIA,2018,5,77,6.1,-8.8,-0.1
LaMarcus Aldridge,SAS,2018,5,177,24.8,5.7,0.3
Al-Farouq Aminu,POR,2018,4,131,21.3,4.7,0.2
Justin Anderson,PHI,2018,7,33,2.5,-7.5,0.0
Kyle Anderson,SAS,2018,5,73,17.5,2.9,0.1
Ryan Anderson,HOU,2018,11,95,7.0,-2.2,0.0
Giannis Antetokounmpo,MIL,2018,7,280,26.6,7.1,0.6
Carmelo Anthony*,OKC,2018,6,194,9.7,-2.2,0.0
OG Anunoby,TOR,2018,10,238,12.7,1.2,0.2
Trevor Ariza,HOU,2018,17,582,7.6,-2.1,0.0
Luke Babbitt,MIA,2018,2,3,-13.5,-21.5,0.0
Wade Baldwin,POR,2018,4,19,4.7,-4.8,0.0
Jerryd Bayless,PHI,2018,1,2,0.0,-8.1,0.0
Aron Baynes,BOS,2018,19,389,15.6,0.7,0.3
Bradley Beal,WAS,2018,6,216,17.0,2.5,0.2
Marco Belinelli,PHI,2018,10,273,12.8,-0.3,0.1
Jordan Bell,GSW,2018,17,173,14.6,2.2,0.2
DÄvis BertÄns,SAS,2018,5,82,4.1,-6.0,-0.1
Nemanja Bjelica,MIN,2018,5,47,21.6,8.7,0.1
Tarik Black,HOU,2018,7,19,3.4,-7.3,0.0
Eric Bledsoe,MIL,2018,7,225,12.9,-2.8,0.0
Bojan BogdanoviÄ,IND,2018,7,238,7.5,-3.2,-0.1
Trevor Booker,IND,2018,7,64,13.3,-1.6,0.0
Tony Bradley,UTA,2018,1,2,41.9,4.7,0.0
Corey Brewer,OKC,2018,6,151,11.8,1.8,0.1
Malcolm Brogdon,MIL,2018,7,186,7.9,-6.6,-0.2
Aaron Brooks,MIN,2018,2,3,27.9,0.2,0.0
Jaylen Brown,BOS,2018,18,583,16.0,1.2,0.5
Lorenzo Brown,TOR,2018,4,29,7.2,-4.9,0.0
Sterling Brown,MIL,2018,3,13,23.6,5.0,0.0
Alec Burks,UTA,2018,9,120,22.3,7.0,0.3
Jimmy Butler,MIN,2018,5,170,16.9,2.6,0.2
JosÃ© CalderÃ³n,CLE,2018,13,104,6.0,-4.4,-0.1
Clint Capela,HOU,2018,17,520,24.1,5.5,1.0
Ian Clark,NOP,2018,9,190,8.1,-2.3,0.0
Jordan Clarkson,CLE,2018,19,286,3.2,-8.6,-0.5
Zach Collins,POR,2018,4,70,11.7,-1.1,0.0
Darren Collison,IND,2018,7,214,14.8,0.9,0.2
Pat Connaughton,POR,2018,4,59,9.0,-1.4,0.0
Quinn Cook,GSW,2018,17,175,13.3,-1.7,0.0
Robert Covington,PHI,2018,10,281,9.6,-0.2,0.1
Jamal Crawford,MIN,2018,5,123,15.6,2.5,0.1
Jordan Crawford,NOP,2018,2,15,34.7,11.8,0.1
Jae Crowder,UTA,2018,11,323,8.4,-0.7,0.1
Stephen Curry,GSW,2018,15,555,22.3,7.1,1.3
Anthony Davis,NOP,2018,9,358,25.8,4.8,0.6
Ed Davis,POR,2018,4,71,6.1,-5.9,-0.1
Matthew Dellavedova,MIL,2018,6,78,6.8,-5.1,-0.1
DeMar DeRozan,TOR,2018,10,354,16.3,-1.8,0.0
Cheick Diallo,NOP,2018,7,48,4.7,-8.5,-0.1
Gorgui Dieng,MIN,2018,5,70,11.2,1.1,0.1
Goran DragiÄ,MIA,2018,5,156,14.3,-0.9,0.0
Kevin Durant,GSW,2018,21,807,25.1,7.6,2.0
Wayne Ellington,MIA,2018,5,101,8.1,-2.0,0.0
Joel Embiid,PHI,2018,8,278,18.1,1.8,0.3
Dante Exum,UTA,2018,10,114,8.0,-6.2,-0.1
Derrick Favors,UTA,2018,11,286,16.4,2.9,0.4
Raymond Felton,OKC,2018,6,79,12.4,1.5,0.1
Terrance Ferguson,OKC,2018,3,6,29.9,15.1,0.0
Bryn Forbes,SAS,2018,4,54,5.5,-6.5,-0.1
Tim Frazier,WAS,2018,2,6,15.1,5.4,0.0
Markelle Fultz,PHI,2018,3,23,5.7,-5.6,0.0
Pau Gasol*,SAS,2018,5,90,15.0,3.4,0.1
Rudy Gay,SAS,2018,5,160,11.3,-1.9,0.0
Paul George,OKC,2018,6,251,14.6,0.3,0.1
Marcus Georges-Hunt,MIN,2018,2,3,0.0,-10.9,0.0
Taj Gibson,MIN,2018,5,123,10.5,-1.4,0.0
Manu GinÃ³bili*,SAS,2018,5,107,15.3,2.8,0.1
Rudy Gobert,UTA,2018,11,383,19.4,2.9,0.5
Eric Gordon,HOU,2018,17,549,12.1,-0.5,0.2
Marcin Gortat,WAS,2018,6,160,11.6,-2.7,0.0
Jerami Grant,OKC,2018,6,133,11.3,-1.6,0.0
Danny Green,SAS,2018,5,103,2.7,-6.5,-0.1
Draymond Green,GSW,2018,21,819,16.2,5.0,1.4
Gerald Green,HOU,2018,17,272,10.1,-0.6,0.1
Jeff Green,CLE,2018,22,523,10.3,-1.1,0.1
James Harden,HOU,2018,17,621,24.9,8.1,1.6
Maurice Harkless,POR,2018,2,53,13.0,0.9,0.0
John Henson,MIL,2018,2,74,15.0,2.3,0.1
NenÃª,HOU,2018,11,107,11.3,-3.2,0.0
